Code Classe;Code Groupe;Code Division;Code Sous-section;Code Section;Section;Sous-section;Division;Groupe;Classe
62.02A;62.02;62;62;J;Information et communication;Programmation, conseil et autres activités informatiques;Programmation, conseil et autres activités informatiques;Conseil informatique;Conseil en systèmes et logiciels informatiques
62.02B;62.02;62;62;J;Information et communication;Programmation, conseil et autres activités informatiques;Programmation, conseil et autres activités informatiques;Conseil informatique;Tierce maintenance de systèmes et d'applications informatiques
62.03Z;62.03;62;62;J;Information et communication;Programmation, conseil et autres activités informatiques;Programmation, conseil et autres activités informatiques;Gestion d'installations informatiques;Gestion d'installations informatiques
62.09Z;62.09;62;62;J;Information et communication;Programmation, conseil et autres activités informatiques;Programmation, conseil et autres activités informatiques;Autres activités informatiques;Autres activités informatiques
63.11Z;63.11;63.1;63;J;Information et communication;Services d'information;"Traitement de données, hébergement et activités connexes ; portails Internet";Traitement de données, hébergement et activités connexes;Traitement de données, hébergement et activités connexes
63.12Z;63.12;63.1;63;J;Information et communication;Services d'information;"Traitement de données, hébergement et activités connexes ; portails Internet";Portails Internet;Portails Internet
63.91Z;63.91;63.9;63;J;Information et communication;Services d'information;Autres services d'information;Activités des agences de presse;Activités des agences de presse
63.99Z;63.99;63.9;63;J;Information et communication;Services d'information;Autres services d'information;Autres services d'information n.c.a.;Autres services d'information n.c.a.
64.11Z;64.11;64.1;64;K;Activités financières et d'assurance;Activités des services financiers, hors assurance et caisses de retraite;Intermédiation monétaire;Activités de banque centrale;Activités de banque centrale
64.19Z;64.19;64.1;64;K;Activités financières et d'assurance;Activités des services financiers, hors assurance et caisses de retraite;Intermédiation monétaire;Autres intermédiations monétaires;Autres intermédiations monétaires
64.20Z;64.20;64.2;64;K;Activités financières et d'assurance;Activités des services financiers, hors assurance et caisses de retraite;Activités des sociétés holding;Activités des sociétés holding;Activités des sociétés holding
64.30Z;64.30;64.3;64;K;Activités financières et d'assurance;Activités des services financiers, hors assurance et caisses de retraite;Fonds de placement et entités financières similaires;Fonds de placement et entités financières similaires;Fonds de placement et entités financières similaires
64.91Z;64.91;64.9;64;K;Activités financières et d'assurance;Activités des services financiers, hors assurance et caisses de retraite;Autres activités des services financiers, hors assurance et caisses de retraite;Crédit-bail;Crédit-bail
64.92Z;64.92;64.9;64;K;Activités financières et d'assurance;Activités des services financiers, hors assurance et caisses de retraite;Autres activités des services financiers, hors assurance et caisses de retraite;Autre distribution de crédit;Autre distribution de crédit
64.99Z;64.99;64.9;64;K;Activités financières et d'assurance;Activités des services financiers, hors assurance et caisses de retraite;Autres activités des services financiers, hors assurance et caisses de retraite;Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.;Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.
65.11Z;65.11;65.1;65;K;Activités financières et d'assurance;Assurance;Assurance;Assurance vie;Assurance vie
65.12Z;65.12;65.1;65;K;Activités financières et d'assurance;Assurance;Assurance;Autres assurances;Autres assurances
65.20Z;65.20;65.2;65;K;Activités financières et d'assurance;Assurance;Réassurance;Réassurance;Réassurance
65.30Z;65.30;65.3;65;K;Activités financières et d'assurance;Assurance;Caisses de retraite;Caisses de retraite;Caisses de retraite
66.11Z;66.11;66.1;66;K;Activités financières et d'assurance;Activités auxiliaires de services financiers et d'assurance;Activités auxiliaires de services financiers, hors assurance et caisses de retraite;Administration de marchés financiers;Administration de marchés financiers
66.12Z;66.12;66.1;66;K;Activités financières et d'assurance;Activités auxiliaires de services financiers et d'assurance;Activités auxiliaires de services financiers, hors assurance et caisses de retraite;Courtage de valeurs mobilières et de marchandises;Courtage de valeurs mobilières et de marchandises
66.19A;66.19;66.1;66;K;Activités financières et d'assurance;Activités auxiliaires de services financiers et d'assurance;Activités auxiliaires de services financiers, hors assurance et caisses de retraite;Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite;Supports juridiques de gestion de patrimoine mobilier
66.19B;66.19;66.1;66;K;Activités financières et d'assurance;Activités auxiliaires de services financiers et d'assurance;Activités auxiliaires de services financiers, hors assurance et caisses de retraite;Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite;Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.
66.21Z;66.21;66.2;66;K;Activités financières et d'assurance;Activités auxiliaires de services financiers et d'assurance;Activités auxiliaires d'assurance et de caisses de retraite;Évaluation des risques et dommages;Évaluation des risques et dommages
66.22Z;66.22;66.2;66;K;Activités financières et d'assurance;Activités auxiliaires de services financiers et d'assurance;Activités auxiliaires d'assurance et de caisses de retraite;Activités des agents et courtiers d'assurances;Activités des agents et courtiers d'assurances
66.29Z;66.29;66.2;66;K;Activités financières et d'assurance;Activités auxiliaires de services financiers et d'assurance;Activités auxiliaires d'assurance et de caisses de retraite;Autres activités auxiliaires d'assurance et de caisses de retraite;Autres activités auxiliaires d'assurance et de caisses de retraite
66.30Z;66.30;66.3;66;K;Activités financières et d'assurance;Activités auxiliaires de services financiers et d'assurance;Gestion de fonds;Gestion de fonds;Gestion de fonds
68.10Z;68.10;68.1;68;L;Activités immobilières;Activités immobilières;Activités des marchands de biens immobiliers;Activités des marchands de biens immobiliers;Activités des marchands de biens immobiliers
68.20A;68.20;68.2;68;L;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de logements
68.20B;68.20;68.2;68;L;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers
68.31Z;68.31;68.3;68;L;Activités immobilières;Activités immobilières;Activités immobilières pour compte de tiers;Agences immobilières;Agences immobilières
68.32A;68.32;68.3;68;L;Activités immobilières;Activités immobilières;Activités immobilières pour compte de tiers;Administration de biens immobiliers;Administration d'immeubles et autres biens immobiliers
68.32B;68.32;68.3;68;L;Activités immobilières;Activités immobilières;Activités immobilières pour compte de tiers;Administration de biens immobiliers;Supports juridiques de gestion de patrimoine immobilier
69.10Z;69.10;69.1;69;M;Activités spécialisées, scientifiques et techniques;Activités juridiques et comptables;Activités juridiques;Activités juridiques;Activités juridiques
69.20Z;69.20;69.2;69;M;Activités spécialisées, scientifiques et techniques;Activités juridiques et comptables;Activités comptables;Activités comptables;Activités comptables
70.10Z;70.10;70.1;70;M;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Activités des sièges sociaux;Activités des sièges sociaux;Activités des sièges sociaux
70.21Z;70.21;70.2;70;M;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Conseil de gestion;Conseil en relations publiques et communication;Conseil en relations publiques et communication
70.22Z;70.22;70.2;70;M;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Conseil de gestion;Conseil pour les affaires et autres conseils de gestion;Conseil pour les affaires et autres conseils de gestion
71.11Z;71.11;71.1;71;M;Activités spécialisées, scientifiques et techniques;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Activités d'architecture et d'ingénierie;Activités d'architecture;Activités d'architecture
71.12A;71.12;71.1;71;M;Activités spécialisées, scientifiques et techniques;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Activités d'architecture et d'ingénierie;Activités d'ingénierie;Activité des géomètres
71.12B;71.12;71.1;71;M;Activités spécialisées, scientifiques et techniques;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Activités d'architecture et d'ingénierie;Activités d'ingénierie;Ingénierie, études techniques
71.20A;71.20;71.2;71;M;Activités spécialisées, scientifiques et techniques;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Activités de contrôle et analyses techniques;Activités de contrôle et analyses techniques;Contrôle technique automobile
71.20B;71.20;71.2;71;M;Activités spécialisées, scientifiques et techniques;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Activités de contrôle et analyses techniques;Activités de contrôle et analyses techniques;Analyses, essais et inspections techniques
72.11Z;72.11;72.1;72;M;Activités spécialisées, scientifiques et techniques;Recherche-développement scientifique;Recherche-développement en sciences physiques et naturelles;Recherche-développement en biotechnologie;Recherche-développement en biotechnologie
72.19Z;72.19;72.1;72;M;Activités spécialisées, scientifiques et techniques;Recherche-développement scientifique;Recherche-développement en sciences physiques et naturelles;Recherche-développement en autres sciences physiques et naturelles;Recherche-développement en autres sciences physiques et naturelles
72.20Z;72.20;72.2;72;M;Activités spécialisées, scientifiques et techniques;Recherche-développement scientifique;Recherche-développement en sciences humaines et sociales;Recherche-développement en sciences humaines et sociales;Recherche-développement en sciences humaines et sociales
73.11Z;73.11;73.1;73;M;Activités spécialisées, scientifiques et techniques;Publicité et études de marché;Publicité;Activités des agences de publicité;Activités des agences de publicité
73.12Z;73.12;73.1;73;M;Activités spécialisées, scientifiques et techniques;Publicité et études de marché;Publicité;Régie publicitaire de médias;Régie publicitaire de médias
73.20Z;73.20;73.2;73;M;Activités spécialisées, scientifiques et techniques;Publicité et études de marché;Études de marché et sondages;Études de marché et sondages;Études de marché et sondages
74.10Z;74.10;74.1;74;M;Activités spécialisées, scientifiques et techniques;Autres activités spécialisées, scientifiques et techniques;Activités spécialisées de design;Activités spécialisées de design;Activités spécialisées de design
74.20Z;74.20;74.2;74;M;Activités spécialisées, scientifiques et techniques;Autres activités spécialisées, scientifiques et techniques;Activités photographiques;Activités photographiques;Activités photographiques
74.30Z;74.30;74.3;74;M;Activités spécialisées, scientifiques et techniques;Autres activités spécialisées, scientifiques et techniques;Traduction et interprétation;Traduction et interprétation;Traduction et interprétation
74.90A;74.90;74.9;74;M;Activités spécialisées, scientifiques et techniques;Autres activités spécialisées, scientifiques et techniques;Autres activités spécialisées, scientifiques et techniques n.c.a.;Autres activités spécialisées, scientifiques et techniques n.c.a.;Activité des économistes de la construction
74.90B;74.90;74.9;74;M;Activités spécialisées, scientifiques et techniques;Autres activités spécialisées, scientifiques et techniques;Autres activités spécialisées, scientifiques et techniques n.c.a.;Autres activités spécialisées, scientifiques et techniques n.c.a.;Activités spécialisées, scientifiques et techniques diverses
75.00Z;75.00;75;75;M;Activités spécialisées, scientifiques et techniques;Activités vétérinaires;Activités vétérinaires;Activités vétérinaires;Activités vétérinaires
77.11A;77.11;77.1;77;N;Activités de services administratifs et de soutien;Activités de location et location-bail;Location et location-bail de véhicules automobiles;Location et location-bail de voitures et de véhicules automobiles légers;Location de courte durée de voitures et de véhicules automobiles légers
77.11B;77.11;77.1;77;N;Activités de services administratifs et de soutien;Activités de location et location-bail;Location et location-bail de véhicules automobiles;Location et location-bail de voitures et de véhicules automobiles légers;Location de longue durée de voitures et de véhicules automobiles légers
77.12Z;77.12;77.1;77;N;Activités de services administratifs et de soutien;Activités de location et location-bail;Location et location-bail de véhicules automobiles;Location et location-bail de camions;Location et location-bail de camions
77.21Z;77.21;77.2;77;N;Activités de services administratifs et de soutien;Activités de location et location-bail;Location et location-bail de biens personnels et domestiques;Location et location-bail d'articles de loisirs et de sport;Location et location-bail d'articles de loisirs et de sport
77.22Z;77.22;77.2;77;N;Activités de services administratifs et de soutien;Activités de location et location-bail;Location et location-bail de biens personnels et domestiques;Location de vidéocassettes et disques vidéo;Location de vidéocassettes et disques vidéo
77.29Z;77.29;77.2;77;N;Activités de services administratifs et de soutien;Activités de location et location-bail;Location et location-bail de biens personnels et domestiques;Location et location-bail d'autres biens personnels et domestiques;Location et location-bail d'autres biens personnels et domestiques
77.31Z;77.31;77.3;77;N;Activités de services administratifs et de soutien;Activités de location et location-bail;Location et location-bail d'autres machines, équipements et biens;Location et location-bail de machines et équipements agricoles;Location et location-bail de machines et équipements agricoles
77.32Z;77.32;77.3;77;N;Activités de services administratifs et de soutien;Activités de location et location-bail;Location et location-bail d'autres machines, équipements et biens;Location et location-bail de machines et équipements pour la construction;Location et location-bail de machines et équipements pour la construction
77.33Z;77.33;77.3;77;N;Activités de services administratifs et de soutien;Activités de location et location-bail;Location et location-bail d'autres machines, équipements et biens;Location et location-bail de machines de bureau et de matériel informatique;Location et location-bail de machines de bureau et de matériel informatique
77.34Z;77.34;77.3;77;N;Activités de services administratifs et de soutien;Activités de location et location-bail;Location et location-bail d'autres machines, équipements et biens;Location et location-bail de matériels de transport par eau;Location et location-bail de matériels de transport par eau
77.35Z;77.35;77.3;77;N;Activités de services administratifs et de soutien;Activités de location et location-bail;Location et location-bail d'autres machines, équipements et biens;Location et location-bail de matériels de transport aérien;Location et location-bail de matériels de transport aérien
77.39Z;77.39;77.3;77;N;Activités de services administratifs et de soutien;Activités de location et location-bail;Location et location-bail d'autres machines, équipements et biens;Location et location-bail d'autres machines, équipements et biens matériels n.c.a.;Location et location-bail d'autres machines, équipements et biens matériels n.c.a.
77.40Z;77.40;77.4;77;N;Activités de services administratifs et de soutien;Activités de location et location-bail;Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright;Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright;Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright
78.10Z;78.10;78.1;78;N;Activités de services administratifs et de soutien;Activités liées à l'emploi;Activités des agences de placement de main-d'œuvre;Activités des agences de placement de main-d'œuvre;Activités des agences de placement de main-d'œuvre
78.20Z;78.20;78.2;78;N;Activités de services administratifs et de soutien;Activités liées à l'emploi;Activités des agences de travail temporaire;Activités des agences de travail temporaire;Activités des agences de travail temporaire
78.30Z;78.30;78.3;78;N;Activités de services administratifs et de soutien;Activités liées à l'emploi;Autre mise à disposition de ressources humaines;Autre mise à disposition de ressources humaines;Autre mise à disposition de ressources humaines
79.11Z;79.11;79.1;79;N;Activités de services administratifs et de soutien;Activités des agences de voyage, voyagistes, services de réservation et activités connexes;Activités des agences de voyage et voyagistes;Activités des agences de voyage;Activités des agences de voyage
79.12Z;79.12;79.1;79;N;Activités de services administratifs et de soutien;Activités des agences de voyage, voyagistes, services de réservation et activités connexes;Activités des agences de voyage et voyagistes;Activités des voyagistes;Activités des voyagistes
79.90Z;79.90;79.9;79;N;Activités de services administratifs et de soutien;Activités des agences de voyage, voyagistes, services de réservation et activités connexes;Autres services de réservation et activités connexes;Autres services de réservation et activités connexes;Autres services de réservation et activités connexes
80.10Z;80.10;80.1;80;N;Activités de services administratifs et de soutien;Enquêtes et sécurité;Activités de sécurité privée;Activités de sécurité privée;Activités de sécurité privée
80.20Z;80.20;80.2;80;N;Activités de services administratifs et de soutien;Enquêtes et sécurité;Activités liées aux systèmes de sécurité;Activités liées aux systèmes de sécurité;Activités liées aux systèmes de sécurité
80.30Z;80.30;80.3;80;N;Activités de services administratifs et de soutien;Enquêtes et sécurité;Activités d'enquête;Activités d'enquête;Activités d'enquête
81.10Z;81.10;81.1;81;N;Activités de services administratifs et de soutien;Services relatifs aux bâtiments et aménagement paysager;Activités combinées de soutien lié aux bâtiments;Activités combinées de soutien lié aux bâtiments;Activités combinées de soutien lié aux bâtiments
81.21Z;81.21;81.2;81;N;Activités de services administratifs et de soutien;Services relatifs aux bâtiments et aménagement paysager;Activités de nettoyage;Nettoyage courant des bâtiments;Nettoyage courant des bâtiments
81.22Z;81.22;81.2;81;N;Activités de services administratifs et de soutien;Services relatifs aux bâtiments et aménagement paysager;Activités de nettoyage;Autres activités de nettoyage des bâtiments et nettoyage industriel;Autres activités de nettoyage des bâtiments et nettoyage industriel
81.29A;81.29;81.2;81;N;Activités de services administratifs et de soutien;Services relatifs aux bâtiments et aménagement paysager;Activités de nettoyage;Autres activités de nettoyage;Désinfection, désinsectisation, dératisation
81.29B;81.29;81.2;81;N;Activités de services administratifs et de soutien;Services relatifs aux bâtiments et aménagement paysager;Activités de nettoyage;Autres activités de nettoyage;Autres activités de nettoyage n.c.a.
81.30Z;81.30;81.3;81;N;Activités de services administratifs et de soutien;Services relatifs aux bâtiments et aménagement paysager;Services d'aménagement paysager;Services d'aménagement paysager;Services d'aménagement paysager
82.11Z;82.11;82.1;82;N;Activités de services administratifs et de soutien;Activités administratives et autres activités de soutien aux entreprises;Activités administratives;Services administratifs combinés de bureau;Services administratifs combinés de bureau
82.19Z;82.19;82.1;82;N;Activités de services administratifs et de soutien;Activités administratives et autres activités de soutien aux entreprises;Activités administratives;Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau;Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau
82.20Z;82.20;82.2;82;N;Activités de services administratifs et de soutien;Activités administratives et autres activités de soutien aux entreprises;Activités de centres d'appels;Activités de centres d'appels;Activités de centres d'appels
82.30Z;82.30;82.3;82;N;Activités de services administratifs et de soutien;Activités administratives et autres activités de soutien aux entreprises;Organisation de salons professionnels et congrès;Organisation de salons professionnels et congrès;Organisation de foires, salons professionnels et congrès
82.91Z;82.91;82.9;82;N;Activités de services administratifs et de soutien;Activités administratives et autres activités de soutien aux entreprises;Activités de soutien aux entreprises n.c.a.;Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle;Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle
82.92Z;82.92;82.9;82;N;Activités de services administratifs et de soutien;Activités administratives et autres activités de soutien aux entreprises;Activités de soutien aux entreprises n.c.a.;Activités de conditionnement;Activités de conditionnement
82.99Z;82.99;82.9;82;N;Activités de services administratifs et de soutien;Activités administratives et autres activités de soutien aux entreprises;Activités de soutien aux entreprises n.c.a.;Autres activités de soutien aux entreprises n.c.a.;Autres activités de soutien aux entreprises n.c.a.
84.11Z;84.11;84.1;84;O;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale
84.12Z;84.12;84.1;84;O;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale;Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale
84.13Z;84.13;84.1;84;O;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique (tutelle) des activités économiques;Administration publique (tutelle) des activités économiques
84.21Z;84.21;84.2;84;O;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Services de prérogative publique;Affaires étrangères;Affaires étrangères
84.22Z;84.22;84.2;84;O;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Services de prérogative publique;Défense;Défense
84.23Z;84.23;84.2;84;O;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Services de prérogative publique;Justice;Justice
84.24Z;84.24;84.2;84;O;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Services de prérogative publique;Activités d'ordre public et de sécurité;Activités d'ordre public et de sécurité
84.25Z;84.25;84.2;84;O;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Services de prérogative publique;Services du feu et de secours;Services du feu et de secours
84.30A;84.30;84.3;84;O;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Sécurité sociale obligatoire;Sécurité sociale obligatoire;Activités générales de sécurité sociale
84.30B;84.30;84.3;84;O;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Sécurité sociale obligatoire;Sécurité sociale obligatoire;Gestion des retraites complémentaires
84.30C;84.30;84.3;84;O;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Sécurité sociale obligatoire;Sécurité sociale obligatoire;Distribution sociale de revenus
85.10Z;85.10;85.1;85;P;Enseignement;Enseignement;Enseignement pré-primaire;Enseignement pré-primaire;Enseignement pré-primaire
85.20Z;85.20;85.2;85;P;Enseignement;Enseignement;Enseignement primaire;Enseignement primaire;Enseignement primaire
85.31Z;85.31;85.3;85;P;Enseignement;Enseignement;Enseignement secondaire;Enseignement secondaire général;Enseignement secondaire général
85.32Z;85.32;85.3;85;P;Enseignement;Enseignement;Enseignement secondaire;Enseignement secondaire technique ou professionnel;Enseignement secondaire technique ou professionnel
85.41Z;85.41;85.4;85;P;Enseignement;Enseignement;Enseignement supérieur et post-secondaire non supérieur;Enseignement post-secondaire non supérieur;Enseignement post-secondaire non supérieur
85.42Z;85.42;85.4;85;P;Enseignement;Enseignement;Enseignement supérieur et post-secondaire non supérieur;Enseignement supérieur;Enseignement supérieur
85.51Z;85.51;85.5;85;P;Enseignement;Enseignement;Autres activités d'enseignement;Enseignement de disciplines sportives et d'activités de loisirs;Enseignement de disciplines sportives et d'activités de loisirs
85.52Z;85.52;85.5;85;P;Enseignement;Enseignement;Autres activités d'enseignement;Enseignement culturel;Enseignement culturel
85.53Z;85.53;85.5;85;P;Enseignement;Enseignement;Autres activités d'enseignement;Enseignement de la conduite;Enseignement de la conduite
85.59A;85.59;85.5;85;P;Enseignement;Enseignement;Autres activités d'enseignement;Enseignements divers;Formation continue d'adultes
85.59B;85.59;85.5;85;P;Enseignement;Enseignement;Autres activités d'enseignement;Enseignements divers;Autres enseignements
85.60Z;85.60;85.6;85;P;Enseignement;Enseignement;Activités de soutien à l'enseignement;Activités de soutien à l'enseignement;Activités de soutien à l'enseignement
86.10Z;86.10;86.1;86;Q;Santé humaine et action sociale;Activités pour la santé humaine;Activités hospitalières;Activités hospitalières;Activités hospitalières
86.21Z;86.21;86.2;86;Q;Santé humaine et action sociale;Activités pour la santé humaine;Activité des médecins et des dentistes;Activité des médecins généralistes;Activité des médecins généralistes
86.22A;86.22;86.2;86;Q;Santé humaine et action sociale;Activités pour la santé humaine;Activité des médecins et des dentistes;Activité des médecins spécialistes;Activités de radiodiagnostic et de radiothérapie
86.22B;86.22;86.2;86;Q;Santé humaine et action sociale;Activités pour la santé humaine;Activité des médecins et des dentistes;Activité des médecins spécialistes;Activités chirurgicales
86.22C;86.22;86.2;86;Q;Santé humaine et action sociale;Activités pour la santé humaine;Activité des médecins et des dentistes;Activité des médecins spécialistes;Autres activités des médecins spécialistes
86.23Z;86.23;86.2;86;Q;Santé humaine et action sociale;Activités pour la santé humaine;Activité des médecins et des dentistes;Pratique dentaire;Pratique dentaire
86.90A;86.90;86.9;86;Q;Santé humaine et action sociale;Activités pour la santé humaine;Autres activités pour la santé humaine;Autres activités pour la santé humaine;Ambulances
86.90B;86.90;86.9;86;Q;Santé humaine et action sociale;Activités pour la santé humaine;Autres activités pour la santé humaine;Autres activités pour la santé humaine;Laboratoires d'analyses médicales
86.90C;86.90;86.9;86;Q;Santé humaine et action sociale;Activités pour la santé humaine;Autres activités pour la santé humaine;Autres activités pour la santé humaine;Centres de collecte et banques d'organes
86.90D;86.90;86.9;86;Q;Santé humaine et action sociale;Activités pour la santé humaine;Autres activités pour la santé humaine;Autres activités pour la santé humaine;Activités des infirmiers et des sages-femmes
86.90E;86.90;86.9;86;Q;Santé humaine et action sociale;Activités pour la santé humaine;Autres activités pour la santé humaine;Autres activités pour la santé humaine;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues
86.90F;86.90;86.9;86;Q;Santé humaine et action sociale;Activités pour la santé humaine;Autres activités pour la santé humaine;Autres activités pour la santé humaine;Activités de santé humaine non classées ailleurs
87.10A;87.10;87.1;87;Q;Santé humaine et action sociale;Hébergement médico-social et social;Hébergement médicalisé;Hébergement médicalisé;Hébergement médicalisé pour personnes âgées
87.10B;87.10;87.1;87;Q;Santé humaine et action sociale;Hébergement médico-social et social;Hébergement médicalisé;Hébergement médicalisé;Hébergement médicalisé pour enfants handicapés
87.10C;87.10;87.1;87;Q;Santé humaine et action sociale;Hébergement médico-social et social;Hébergement médicalisé;Hébergement médicalisé;Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé
87.20A;87.20;87.2;87;Q;Santé humaine et action sociale;Hébergement médico-social et social;Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes;Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes;Hébergement social pour handicapés mentaux et malades mentaux
87.20B;87.20;87.2;87;Q;Santé humaine et action sociale;Hébergement médico-social et social;Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes;Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes;Hébergement social pour toxicomanes
87.30A;87.30;87.3;87;Q;Santé humaine et action sociale;Hébergement médico-social et social;Hébergement social pour personnes âgées ou handicapées physiques;Hébergement social pour personnes âgées ou handicapées physiques;Hébergement social pour personnes âgées
87.30B;87.30;87.3;87;Q;Santé humaine et action sociale;Hébergement médico-social et social;Hébergement social pour personnes âgées ou handicapées physiques;Hébergement social pour personnes âgées ou handicapées physiques;Hébergement social pour handicapés physiques
87.90A;87.90;87.9;87;Q;Santé humaine et action sociale;Hébergement médico-social et social;Autres activités d'hébergement social;Autres activités d'hébergement social;Hébergement social pour enfants en difficultés
87.90B;87.90;87.9;87;Q;Santé humaine et action sociale;Hébergement médico-social et social;Autres activités d'hébergement social;Autres activités d'hébergement social;Hébergement social pour adultes et familles en difficultés et autre hébergement social
88.10A;88.10;88.1;88;Q;Santé humaine et action sociale;Action sociale sans hébergement;Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;Aide à domicile
88.10B;88.10;88.1;88;Q;Santé humaine et action sociale;Action sociale sans hébergement;Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées
88.10C;88.10;88.1;88;Q;Santé humaine et action sociale;Action sociale sans hébergement;Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;Aide par le travail
88.91A;88.91;88.9;88;Q;Santé humaine et action sociale;Action sociale sans hébergement;Autre action sociale sans hébergement;Action sociale sans hébergement pour jeunes enfants;Accueil de jeunes enfants
88.91B;88.91;88.9;88;Q;Santé humaine et action sociale;Action sociale sans hébergement;Autre action sociale sans hébergement;Action sociale sans hébergement pour jeunes enfants;Accueil ou accompagnement sans hébergement d'enfants handicapés
88.99A;88.99;88.9;88;Q;Santé humaine et action sociale;Action sociale sans hébergement;Autre action sociale sans hébergement;Autre action sociale sans hébergement n.c.a.;Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents
88.99B;88.99;88.9;88;Q;Santé humaine et action sociale;Action sociale sans hébergement;Autre action sociale sans hébergement;Autre action sociale sans hébergement n.c.a.;Action sociale sans hébergement n.c.a.
90.01Z;90.01;90;90;R;Arts, spectacles et activités récréatives;Activités créatives, artistiques et de spectacle;Activités créatives, artistiques et de spectacle;Arts du spectacle vivant;Arts du spectacle vivant
90.02Z;90.02;90;90;R;Arts, spectacles et activités récréatives;Activités créatives, artistiques et de spectacle;Activités créatives, artistiques et de spectacle;Activités de soutien au spectacle vivant;Activités de soutien au spectacle vivant
90.03A;90.03;90;90;R;Arts, spectacles et activités récréatives;Activités créatives, artistiques et de spectacle;Activités créatives, artistiques et de spectacle;Création artistique;Création artistique relevant des arts plastiques
90.03B;90.03;90;90;R;Arts, spectacles et activités récréatives;Activités créatives, artistiques et de spectacle;Activités créatives, artistiques et de spectacle;Création artistique;Autre création artistique
90.04Z;90.04;90;90;R;Arts, spectacles et activités récréatives;Activités créatives, artistiques et de spectacle;Activités créatives, artistiques et de spectacle;Gestion de salles de spectacles;Gestion de salles de spectacles
91.01Z;91.01;91;91;R;Arts, spectacles et activités récréatives;Bibliothèques, archives, musées et autres activités culturelles;Bibliothèques, archives, musées et autres activités culturelles;Gestion des bibliothèques et des archives;Gestion des bibliothèques et des archives
91.02Z;91.02;91;91;R;Arts, spectacles et activités récréatives;Bibliothèques, archives, musées et autres activités culturelles;Bibliothèques, archives, musées et autres activités culturelles;Gestion des musées;Gestion des musées
